name,Zip code,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Free Parking,Airport Shuttle (free),Private Parking,Spa,On-site Parking,Fitness Center,Family Rooms,Parking,Airport Shuttle,Air Conditioning,Free WiFi,Laundry,Water Park,Outdoor Pool,Pet Friendly,Indoor Pool,Elevator,Garden,Facilities for Disabled Guests,Bar,wonderful Fitness Center,Non-smoking Rooms,Terrace,Swimming Pool,very good Fitness Center,Restaurant,excellent Fitness Center,24-Hour Front Desk,WiFi,BBQ Facilities,Dist
4804 Four Bedroom Condo,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Tink's Movie Castle,34747,5,9.8,10,10,10,9,10,10,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
Singular Vacation Homes,32821,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(12.4 miles from center)
Courtyard by Marriott Orlando Lake Nona,32837,114,9.3,9.6,9.5,9.3,9.4,9,8.7,8.9,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,(12.4 miles from center)
Windsor Hills Unit Three Bedroom Apartment 2F1,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Vista Apartment Two Bedroom Apartment S3S,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Shoreway Loop l 1004-Three Bedroom Apartment,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Luxury Disney Home with Private Water Park,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Fremont II 201L Ten-Bedroom House,34778,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Wingate by Wyndham - Universal Studios and Convention Center,32819,584,8.3,8.3,8.4,8,8.5,7.9,8,8.7,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(5.6 miles from center)
Vista Apartment Three Bedroom Apartment P3E,32819,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Paradaise 5,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Hilton Garden Inn Orlando at SeaWorld,32821,416,8.7,8.7,8.7,8.5,9,8.2,8.7,9.1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(9.9 miles from center)
"Hawthorn Suites by Wyndham Lake Buena Vista, a staySky Hotel & Resort",32836,928,8.1,7.7,8.1,7.9,8.4,8.1,8.7,8.7,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(11.8 miles from center)
Celebrate BR,34747,19,8.9,8.8,8.6,9,9.2,8.8,9.4,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
Minnie's Mansion,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Stafford 140M Six-Bedroom House,34748,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Best Western Orlando Convention Center Hotel,32821,"1,973",8.2,8.2,7.9,7.9,8.5,8.2,8.7,8.5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(9.3 miles from center)
DoubleTree Suites by Hilton Orlando at Disney Springs,32830,211,8.4,8.5,8.5,8.2,8.5,7.9,7.4,8.8,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(13 miles from center)
Best Western International Drive - Orlando,32819,"1,399",8.1,8,7.8,7.8,8.5,7.9,8.4,8.9,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Holiday Inn Resort Orlando - Lake Buena Vista,32821,"1,064",8.5,8.4,8.5,8.3,8.6,8.1,8.3,8.8,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(13 miles from center)
Autumn Villa IC049,34747,16,8.6,8,8.6,8.6,8.9,8.6,7.5,8.9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.9 miles from center)
Universal's Aventura Hotel,32819,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,(6.8 miles from center)
Two Bedroom Townhouse in Oakwater Resort 27ow09,34747,5,8.4,9,8.5,8.5,6.5,9,9,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
Crowne Plaza Hotel Orlando Downtown,32801,"1,153",8.3,8.7,8.6,8.4,8.6,7.8,8.8,7.9,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(1.2 miles from center)
Disney Home,34747,66,9.2,9.3,9.5,9.3,8.8,9.1,9.1,9.3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
Embassy Suites Orlando - Airport,32822,10,7.9,7.8,8.5,7.3,8,7.3,2.5,8.5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,(6.8 miles from center)
Paradise Palms 5 Bedroom-3503,34747,8,9.1,9.4,9.7,8.8,8.6,8.8,10,9.1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(18 miles from center)
"Bluegreen Vacations The Fountains, Ascend Resort Collection",32821,283,8.6,8.5,8.8,8.7,8.6,8.3,7.4,8.9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(11.2 miles from center)
Mickey Family Vacation Home,34747,390,8.7,8.3,8.7,8.7,8.4,8.8,9.2,9.2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
Indian Creek 8060,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(19.9 miles from center)
Holiday Inn Express Hotel & Suites Orlando East-UCF Area,32826,137,9.0,9.2,9.2,8.9,9.2,8.7,9.1,8.6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,(11.2 miles from center)
Quality Suites Orlando Kissimmee The Royale Parc Suites,34746,"1,650",8.2,8,8.2,8,8.5,8.2,7.8,8.6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(16.2 miles from center)
Grand Lake & Lifetime of Vacations Resorts,34746,288,8.7,8.6,8.5,8.5,8.7,8.6,8.8,9.1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
Wyndham Lake Buena Vista Resort Disney Springs® Resort Area,32830,769,8.5,8.7,8.5,8.3,8.4,7.9,8,9.1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(13 miles from center)
"Bohemian Hotel Celebration, Autograph Collection",34747,160,8.6,8.8,8.8,8.6,8.7,7.7,8.7,9.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(17.4 miles from center)
Encore Club Reunion 8 Bd Sleeps 18 w Pool & Spa Close to Disney 481,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(20.5 miles from center)
Parkside Palace,34747,5,8.4,8,9,8,8.5,8.5,8.5,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
Orlando World Center Marriott,32821,653,8.4,8.6,8.4,8.6,8.5,7.4,7.4,8.7,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(14.3 miles from center)
Oakwater Resort Two Bedroom Apartment 1X5,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(18.6 miles from center)
Hilton Orlando Bonnet Creek,32821,430,8.8,9,9,8.9,8.9,7.9,8.2,8.9,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(14.9 miles from center)
"Premium Eight Bedrooms with Pool, Spa and Grill (1827)",34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,(21.1 miles from center)
Homewood Suites by Hilton Orlando-UCF Area,32826,102,8.6,9.1,8.8,8.8,8.5,8.2,7.7,8.2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(10.6 miles from center)
Six Bedrooms with Private Pool (1744),34747,15,8.4,8.7,9,8.2,6.4,8.5,10,9.2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,(20.5 miles from center)
Funtastic Retreat,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(20.5 miles from center)
staySky Suites I-Drive Orlando,2819 ,"1,709",8.1,7.7,8,7.8,8.2,8.1,7.9,8.8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(7.5 miles from center)
Vist Cay Inn,32819,123,8.4,8.4,8.5,8.6,8,8.2,8.4,8.7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Eight Bedrooms with Private Pool and Grill (1760),34747,6,8.6,7.9,8.8,8.8,7.5,9.2,9.2,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(20.5 miles from center)
Westgate Lakes Resort and Spa,32819,"2,168",8.2,8.2,8.3,8.2,8.2,7.8,7.6,8.6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(9.3 miles from center)
Tideview Drive 5038,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(8.1 miles from center)
Alamo Vacation Homes,32837,197,8.1,8.4,8.5,8.2,7.9,8.3,9.2,7.6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(11.8 miles from center)
Fremont II 7523M Ten-Bedroom House,34825,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Windsor Hills Threebed Townhouse 2C4,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,(19.3 miles from center)
Comfort Inn International Drive,32819,517,8.1,7.9,8,7.7,8.3,7.9,8.3,8.6,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
427 Disney Fireworks Private View,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
"Nine Bedrooms with Private Pool, Spa and Game Room (1818)",34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,(21.1 miles from center)
Paradise IV,32819,5,9.0,8.5,9,9,9,8.5,10,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(8.1 miles from center)
Windsor Hills Five Bedroom Pool House BYF5,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(19.3 miles from center)
Orlando Airport Marriott Lakeside,32822,501,8.4,8.5,8.5,8.3,8.6,7.5,7,8.7,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(6.8 miles from center)
Hilton Orlando Lake Buena Vista - Disney Springs™ Area,32830,"1,037",8.2,8.2,8.2,8.1,8.4,7.4,7.6,8.9,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(13.7 miles from center)
3 Bedroom Standard Kissimmee Home,34747,5,9.2,9.5,9,9,9.4,9,9.5,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(18.6 miles from center)
Hampton Inn Orlando-Convention Center International Drive Area,32819,366,8.4,8.4,8.4,8.1,8.8,8.1,8.4,8.8,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Paradise I,32819,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
迪斯尼度假别墅,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(21.1 miles from center)
Ramada Plaza Suites Universal Studios,32819,522,8.0,7.8,8,7.8,8,7.7,7.8,8.8,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,(7.5 miles from center)
Bryan's Spanish Cove By Diamond Resorts,32821,76,9.1,9,9.2,8.8,9.1,9.3,9.3,50,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(13.7 miles from center)
Avanti International Resort Near The Parks,32819,"3,669",8.1,7.8,7.8,7.9,8.3,7.9,8.4,8.8,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Westgate Town Center Resort,34747,"2,020",8.2,8.2,8.2,8.3,8.1,7.8,7.5,8.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(18.6 miles from center)
B Resort and Spa Located in Disney Springs Resort Area,32830,"1,086",8.2,8.1,8.3,8.1,8.3,7.5,7.5,8.8,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(13 miles from center)
Holiday Inn Resort Orlando Suites - Waterpark,32821,"2,884",8.0,7.9,8.2,7.9,8.1,7.6,7.3,8.4,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(14.3 miles from center)
Radisson Hotel Orlando - Lake Buena Vista,32836,981,8.5,8.6,8.3,8.2,8.5,8.3,8.5,8.8,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(12.4 miles from center)
Arrow Creek Villa IC804,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,(19.9 miles from center)
Comfort Inn Orlando - Lake Buena Vista,32836,"6,360",8.0,7.9,8,7.5,7.8,8,7.7,8.6,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(12.4 miles from center)
Quality Inn & Suites by the Lake,34747,"2,020",7.9,7.7,7.9,7.6,8,8.1,8.4,8.3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
Regal Oaks Resort 5728,34746,9,8.2,8.3,8.3,8.6,7.2,8.1,8.3,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,(16.2 miles from center)
Buena Vista Suites,32821,"1,749",8.2,8.1,8.2,8,8.2,8,8.1,8.6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(13.7 miles from center)
Summerville Resort Four Bedroom Townhome SV104,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.3 miles from center)
767 Airy & Charming Spot,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(16.2 miles from center)
Comfort Suites Downtown,32804,359,8.2,8.3,8.2,8,8.7,7.9,8.2,8.3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(2.7 miles from center)
Quality Inn At International Drive Orlando,32819,"4,317",7.8,7.6,7.7,7.4,7.3,7.9,7.3,8.7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(8.1 miles from center)
Orlando Disney Area - Windsor Hills Resort,34747,23,8.6,8.1,9,8.4,8.6,8.4,9.2,9.3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,(19.3 miles from center)
La Quinta Inn Orlando Near Universal,32819,"2,641",7.8,7.6,7.6,7.3,7.9,7.9,7.9,8.6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(6.8 miles from center)
Lake or Conservation View Vacation Homes,34747,601,7.8,7.7,8.1,7.9,7.6,7.8,8.5,7.9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
Quality Suites Lake Buena Vista near Walt Disney World,32836,"1,727",8.3,8.2,8.3,8,8.3,8.5,8.3,8.9,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(11.8 miles from center)
Wyndham Garden Lake Buena Vista Disney Springs® Resort Area,-8406,"3,690",7.8,7.8,7.5,7.5,8,7.3,8.2,8.8,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(13 miles from center)
Red Lion Hotel Orlando Kissimmee Maingate,34747,"2,550",8.1,7.8,8,7.7,8.1,8.3,8,8.7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(18 miles from center)
Sunshine Ridge House 9063,34747,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(17.4 miles from center)
Sunshine Ridge House 9029,34747,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(17.4 miles from center)
Fairfield Inn & Suites by Marriott Orlando Lake Buena Vista,32836,"1,105",8.7,8.8,8.7,8.5,8.7,8.6,8.8,8.8,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(12.4 miles from center)
Comfort Inn & Suites Convention Center,32819,"2,241",8.1,7.9,8,7.7,8.1,8,7.9,8.6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(7.5 miles from center)
Sunsol International Drive,32819,"2,643",7.9,7.8,7.6,7.4,7.9,7.8,7.4,8.7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,(6.2 miles from center)
Spellbind Villa Thistle in Orlando,34747,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,(20.5 miles from center)
Westgate Palace Resort,32819,583,8.2,8.1,8.2,8.1,8.1,7.8,8.8,271,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,(6.8 miles from center)
DWS Vacation Villas,34747,217,7.7,7.5,8,7.8,7.1,7.9,8,7.7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(18.6 miles from center)
Brookhurst House 7623,33837,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
"Disney-World Orlando Area, U.S.A - Paradise Palms Resort",34747,80,8.4,8.6,8.7,8.4,8.2,8.2,7.7,8.4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,(18.6 miles from center)
ACO PREMIUM – 9Bd with Private Pool and Game room (1806),34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,(20.5 miles from center)
Paradise Palms 5 Bedroom-3514,34747,0,0,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(18 miles from center)
Regal Oaks 2716,34746,6,8.0,7.9,7.9,7.5,7.9,7.9,8.8,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,(16.2 miles from center)
Dunestone villa,34747,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(19.9 miles from center)
Mandrake 310P Five-Bedroom House,34832,0,0,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(20.5 miles from center)
Ramada by Wyndham Orlando Florida Mall,32809,187,8.0,8.2,8.3,7.8,8.1,7.8,8.4,8.1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,(6.2 miles from center)
"8 Bedrooms with Private Pool, Spa and Grill (1803)",34747,6,7.5,7.1,7.9,7.5,7.1,6.7,8.8,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(20.5 miles from center)
Days Inn by Wyndham Orlando Conv. Center/International Dr,32819,"3,128",7.4,7,7.1,7,7.6,7.6,7.5,8.3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(8.7 miles from center)
Clarion Inn & Suites at International Drive,32819,"2,863",7.3,7,7.1,6.8,7.3,7.2,7.3,8.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,(8.7 miles from center)
Parc Corniche Condominium Suites,32821,"1,231",8.1,7.6,8,7.8,8.3,8.2,8.4,8.6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(10.6 miles from center)
Holiday Inn & Suites Orlando Universal,32819,"1,130",8.1,7.9,8,7.7,8.3,7.8,8.3,8.9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(5.6 miles from center)
Floridian Express International Drive,32819,"1,440",7.0,6.1,6.7,6.3,7.2,7.1,6.3,8.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(6.8 miles from center)
Midpointe Hotel by Rosen Hotels & Resorts,32819,"1,909",7.7,7.5,7.3,7.2,7.8,7.7,7.4,8.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,(8.7 miles from center)
Courtyard Orlando Lake Buena Vista at Vista Centre,32836,963,8.4,8.4,8.4,8.2,8.6,8.4,9,8.7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,(12.4 miles from center)
Comfort Inn Maingate,34747,"1,339",7.9,7.6,7.9,7.6,8.2,7.8,7.6,8.6,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,(18.6 miles from center)
