name,Zip code,numRev,Score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Laundry,Free WiFi.1,Air Conditioning,Pet Friendly,Elevator,Facilities for Disabled Guests,Bar,Non-smoking Rooms,Restaurant,24-Hour Front Desk,WiFi,Dist
Avalon Hotel,10016.0,961.0,8.4,8.6,8.4,7.9,8.6,7.7,8.4,9.1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1.5
SoHo Garden Hotel,10013.0,1625.0,7.8,8.0,7.2,7.1,8.4,7.4,8.0,8.5,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,3.1
Incentra Village Hotel,10014.0,176.0,7.8,7.8,7.5,7.0,8.2,7.3,8.9,9.2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2.4
One Bedroom Apartment - Two Columbus Place,10019.0,9.0,7.5,7.0,7.2,7.5,7.5,6.7,9.2,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1150.0
NYC Townhouse Apartment,10026.0,34.0,8.7,8.5,8.2,8.5,9.6,8.2,10.0,9.0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3.0
Off SoHo Suites Hotel,10002.0,503.0,7.9,7.8,7.5,7.3,8.3,8.0,8.1,8.7,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,3.1
Luxurious Two Bedroom Apartment in Doorman Building - Lincoln Center,10023.0,11.0,8.1,8.9,8.4,8.2,7.5,7.3,8.4,6.0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0.6
Comfort Inn Midtown West,10036.0,465.0,7.9,8.0,7.6,7.5,8.5,7.5,8.0,8.1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0.7
"Night Hotel Theater District, Times Square",10036.0,641.0,7.8,8.0,7.3,7.1,8.1,7.0,7.8,9.2,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.8
"Studio 2 min Walk to Times Square, 9th Ave and Central Park",10019.0,29.0,8.0,7.9,7.8,7.7,8.7,7.3,10.0,9.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1800.0
The Ridge Hotel,10002.0,1413.0,7.9,8.0,7.3,7.3,8.7,7.6,7.4,8.7,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,3.1
Hampton Inn Seaport Financial District,10038.0,350.0,8.1,8.4,7.9,7.7,8.7,7.7,8.4,9.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,3.7
Nap York,10018.0,173.0,8.3,8.6,7.8,7.8,8.5,7.7,8.1,9.3,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1.2
The GEM Hotel - Chelsea,10011.0,1976.0,7.7,7.7,6.9,7.0,8.5,7.2,8.1,8.8,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1.9
Wyndham Garden Chinatown,10002.0,550.0,8.0,8.6,8.1,7.8,8.0,7.5,8.3,8.2,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,3.1
Apartments Lincoln Center,10023.0,42.0,8.2,8.0,7.9,7.5,8.3,7.8,7.7,9.6,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1950.0
Courtyard by Marriott New York Manhattan / Soho,10014.0,195.0,8.6,8.8,8.6,8.2,9.1,7.9,8.9,9.0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,3.1
Newly Renovated Three Bedroom Lower East Side,10002.0,13.0,8.3,8.5,7.1,7.9,9.6,7.9,10.0,9.1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,3.1
Hotel St. James,10036.0,635.0,7.9,8.0,7.2,6.9,8.4,7.7,8.1,9.4,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0.8
Spacious studio in an elevator concierge building,10017.0,9.0,8.3,7.8,7.5,7.8,8.9,8.1,10.0,9.5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.4
"Marriott Vacation Club Pulse, New York City",10018.0,141.0,8.5,9.0,8.2,7.8,9.1,7.4,9.0,9.2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1.2
Times Square Studio,10019.0,41.0,8.3,7.7,7.9,8.2,8.6,8.0,8.3,9.2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1650.0
Holiday Inn Lower East Side,10002.0,216.0,8.1,8.7,8.2,7.8,8.7,7.4,8.6,7.9,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,3.1
The Marc Suites at Times Square,10019.0,18.0,8.7,8.3,8.8,9.0,8.1,8.8,10.0,9.5,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1650.0
Hotel 31,10016.0,2124.0,8.1,8.7,7.4,7.3,8.2,7.9,7.5,9.1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1.6
Hotel Newton,10018.0,1317.0,7.7,8.1,7.3,7.0,7.8,7.4,4.7,8.5,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1.8
Four Bedroom Apartment - NYC,10027.0,15.0,8.8,9.2,8.3,8.7,9.2,8.5,8.8,9.0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,3.1
The Modern @ Rockefeller,10036.0,14.0,8.0,7.9,7.5,8.0,7.5,7.3,9.7,3.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0.7
Hotel Americano,10001.0,251.0,8.0,8.6,7.8,7.9,8.6,7.2,8.5,8.2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1.7
Hotel Mela Times Square,10036.0,1762.0,7.8,8.0,7.5,7.1,8.1,7.0,6.7,9.3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0.8
Be Local Chinatown,10038.0,45.0,8.5,8.8,7.8,8.3,9.1,8.5,8.0,8.3,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,3.7
PermaGO Wall Street,10038.0,98.0,8.3,8.0,8.2,8.3,8.2,8.0,9.3,9.1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,3.7
W New York - Downtown,10006.0,362.0,8.0,8.1,8.2,7.7,8.0,7.4,4.6,8.5,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,4.3
Home Away From Home,10016.0,63.0,7.8,7.4,7.3,6.9,8.2,7.6,7.3,9.4,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1.6
Park Lane Hotel - A Central Park Hotel,10019.0,6930.0,7.6,7.4,7.6,7.0,7.6,6.8,7.7,9.3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,2150.0
Holiday Inn Express - Wall Street,10005.0,738.0,8.1,8.3,7.6,7.7,8.5,7.6,7.8,8.6,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,4.3
Park Central,10019.0,5597.0,7.9,8.1,8.0,7.4,7.5,7.0,8.3,9.1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1300.0
Manhattan Studio in Hells Kitchen,10036.0,43.0,8.8,9.0,8.3,8.7,9.4,8.3,9.6,8.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.7
Lita's New York Apartments,10031.0,76.0,8.4,9.2,8.2,8.1,9.0,7.7,8.8,8.2,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,4.3
Little Italy Grand,10013.0,37.0,8.2,8.4,7.8,8.1,8.9,7.6,10.0,8.6,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,3.1
The Park Ave North,10035.0,556.0,7.7,8.4,7.8,7.5,8.0,7.7,7.9,6.8,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3.1
Huge 2 Bed 2 Bath Apartment in Building with Elevator,10065.0,7.0,8.5,7.5,8.2,8.2,9.3,7.9,9.7,3.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.2
Chelsea Inn,10011.0,1286.0,7.4,7.5,6.8,6.8,7.7,7.1,7.5,8.8,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2.1
New York Marriott East Side,10017.0,303.0,7.8,7.9,7.7,7.4,7.9,7.0,5.1,8.8,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1.0
Green Holidays Apartments,10001.0,275.0,7.4,7.4,6.8,6.8,7.4,6.9,7.6,8.9,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1.5
Apartment Close to Time Square,10019.0,39.0,8.4,8.0,8.0,7.8,8.6,8.1,9.7,9.6,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1650.0
PermaGO FiDi,10038.0,51.0,8.3,8.2,8.1,8.2,8.3,8.0,9.3,8.8,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,3.7
Maison le Grange,10032.0,30.0,9.1,9.3,9.2,9.1,9.3,9.0,10.0,8.8,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,5.0
Saint Nicholas Inn,10032.0,79.0,8.0,7.7,7.8,7.6,8.6,8.1,8.4,8.0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.3
Comfort Inn Times Square West,10034.0,528.0,8.0,7.7,7.6,7.5,8.0,7.7,8.5,9.2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.8
Holiday Inn Wall Street,10038.0,629.0,7.9,8.1,7.8,7.4,8.4,7.4,8.7,8.5,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,4.3
"Times Sq, Broadway, Central Pk- Steps Away",10019.0,38.0,8.2,8.2,8.0,7.9,8.2,7.8,9.4,9.2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1650.0
3/2 Central Park #4,10019.0,6.0,8.0,8.3,8.3,8.3,8.5,6.3,8.3,4.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,650.0
Holiday Inn Express Manhattan Midtown West,10036.0,243.0,7.7,8.0,7.5,7.5,8.1,7.1,8.4,7.9,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0.7
Renovated 3 Bedroom Loft Manhattan #44,10002.0,25.0,8.1,8.9,7.9,8.2,8.6,7.3,8.8,7.8,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3.7
Loft with Central Park View,10025.0,54.0,8.7,8.9,8.4,8.4,9.2,8.1,9.2,9.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,2.6
Studio Apartment - East 31st Street #30,10016.0,26.0,7.8,7.7,7.6,7.0,7.6,7.6,10.0,9.1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1.6
6 Columbus - A SIXTY Hotel,10019.0,286.0,7.6,7.8,7.1,7.0,7.8,6.6,7.5,9.1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,500.0
Studio Plus - Cozy Apartments,10001.0,250.0,7.1,6.5,6.6,6.6,7.4,6.8,8.2,8.6,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.5
Seafarers International House,10003.0,1858.0,7.5,7.3,6.7,6.6,7.7,7.7,5.7,9.0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,2.4
Sunny Three Bedroom Apartment Lower East Side,10002.0,7.0,7.9,7.5,7.5,8.2,8.8,7.5,10.0,7.9,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,3.1
Hamilton Heights: Luxurious 2 Bedroom Home,10031.0,18.0,8.0,8.2,8.1,7.8,7.7,7.5,10.0,8.5,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3.7
Da Vinci Hotel,10019.0,1097.0,7.6,7.7,7.0,6.8,7.8,7.2,7.7,9.1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1000.0
Parker New York,10019.0,611.0,7.7,7.9,7.6,7.3,8.0,6.5,7.6,8.9,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1800.0
Modern Studio Apartment - Midtown East L,10017.0,5.0,7.8,7.0,8.5,8.0,6.5,7.5,9.5,0.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1.3
"Nyma, The New York Manhattan Hotel",10001.0,3892.0,7.6,7.5,7.4,7.1,7.6,7.2,7.5,8.7,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1.5
Hilton Club New York,10019.0,21.0,8.5,8.8,8.8,8.6,8.1,7.2,10.0,9.7,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,2300.0
2 Bedrooms Suite in Financial Disctrict,10005.0,17.0,7.8,8.2,7.5,7.5,7.4,7.2,10.0,9.0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4.3
New private studio-apartment,10029.0,31.0,8.0,8.2,8.2,7.9,8.6,7.5,9.2,7.4,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,3.1
"The Paul, an Ascend Hotel Collection Member",10001.0,2016.0,7.8,8.0,7.6,7.3,7.9,7.2,8.1,8.7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.6
Row NYC at Times Square,10036.0,13536.0,7.1,7.0,6.8,6.8,7.1,6.4,7.6,8.8,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0.7
The Maxwell New York City,10022.0,924.0,7.6,7.8,7.4,7.2,7.7,6.7,5.9,8.5,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1.0
East Side 3 bed 2 bath (6),10022.0,13.0,7.3,6.9,6.6,7.1,8.1,6.6,8.7,1.0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1.1
Chelsea Duplex Apartment,10011.0,7.0,7.7,7.2,8.2,8.6,7.9,6.8,7.5,7.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.2
One Bedroom Apartment - Mott Street #16,10013.0,15.0,7.3,7.7,7.0,6.8,7.7,7.0,10.0,7.8,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3.1
Macy Empire Apartments,10001.0,214.0,7.3,7.1,6.7,6.7,7.6,6.9,8.0,8.8,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1.5
Steps From Times Sq and Central Park,10019.0,30.0,7.6,7.4,7.2,7.9,7.5,7.0,7.8,8.7,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,2300.0
Studio Apartment - United Nations Plaza,10017.0,28.0,7.8,7.8,7.3,7.4,7.6,7.8,9.4,9.1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1.3
Bloc Away From Central Park Three-Bedroom Apartment with Private Balcony,10025.0,22.0,6.5,6.3,6.9,6.3,6.0,6.1,10.0,7.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2.0
NY Away - Hells Kitchen/ Times Square 2 Bedroom,10019.0,57.0,7.7,7.8,8.0,7.7,7.4,7.0,6.9,8.3,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2800.0
Prime Location Times Square 2 Bedrooms,10018.0,6.0,8.0,8.5,7.5,7.5,7.9,7.5,9.0,2.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1.2
Vanderbilt YMCA,10017.0,5337.0,7.2,7.3,6.2,6.9,7.2,7.1,7.6,8.7,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.2
Central Two Bedroom Apartment In Times Square,10018.0,87.0,6.1,5.7,5.2,5.4,6.1,5.4,7.7,8.4,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1.1
Two Bedroom Apartment with City View - Lincoln Center,10023.0,8.0,7.6,7.5,7.8,7.8,7.5,7.2,7.5,7.8,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0.6
Midtown Convention Center Hotel NYC,10018.0,2166.0,6.6,6.4,6.3,6.2,7.3,6.4,8.0,7.2,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1.1
Chelsea Savoy,10011.0,128.0,7.6,7.9,7.1,6.8,7.9,7.0,7.7,8.6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1.8
Three-Bedroom Apartment with Two Bathrooms - East 55th Street,10022.0,14.0,8.0,7.5,8.0,7.9,8.9,6.8,7.5,8.8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.1
St Marks Hotel,10003.0,553.0,7.1,7.1,6.1,6.1,7.8,6.9,7.9,8.5,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,2.7
Paramount Times Square,10036.0,5060.0,6.8,6.7,6.2,6.2,7.1,5.8,6.8,8.6,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0.7
Mayfair New York Times Square,10019.0,569.0,7.3,7.1,6.6,6.3,7.9,6.8,7.9,9.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,2800.0
West Side YMCA,10023.0,5723.0,7.2,6.7,6.1,6.6,7.4,7.2,7.8,9.2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1150.0
Hudson River Hotel,10018.0,1545.0,6.9,6.9,6.5,6.2,8.0,6.5,7.1,7.5,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1.2
Econo Lodge Times Square,10036.0,791.0,7.4,7.5,6.4,6.7,8.1,6.8,8.1,9.1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0.6
Bryant Park Studio Apartment Times Square South,10018.0,34.0,7.9,7.2,7.9,7.7,8.3,7.1,8.6,9.1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1.1
Madison Avenue Luxury Two Bedroom Apartments Next to Times Square,10016.0,55.0,7.1,7.6,6.4,6.8,7.5,6.0,7.7,8.1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1.6
Midtown Times Square Apartment,10019.0,12.0,7.7,6.9,7.5,7.7,8.1,6.9,9.5,8.8,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2600.0
36 Hudson Hotel,10018.0,710.0,7.6,7.9,7.3,6.9,8.4,7.2,8.0,7.9,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1.2
Little Italy Penthouse,10013.0,18.0,7.9,7.7,7.0,7.8,8.8,7.4,8.8,9.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.1
2 Bedroom Apartment Hell's Kitchen,10018.0,32.0,7.0,7.4,6.3,6.2,7.2,6.0,8.1,8.8,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2150.0
The Manhattan at Times Square,10019.0,8229.0,6.9,6.4,6.6,6.2,7.3,6.1,8.9,9.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2300.0
Park West Hotel,10025.0,588.0,7.0,7.0,6.2,6.1,7.9,6.6,4.8,7.9,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2.4
Manhattan Studio Apartments,10001.0,188.0,7.3,7.1,7.0,7.0,6.9,7.0,9.1,9.0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1.5
Riverside Tower Hotel,10024.0,2219.0,7.2,7.2,6.1,6.1,8.2,7.0,8.3,8.4,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1.2
Studio-Plus Apartment,10001.0,132.0,7.2,6.6,6.9,6.6,7.4,6.8,8.7,9.0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.5
Two Bedroom Apartment - Madison Avenue,10016.0,27.0,7.2,6.8,6.5,6.3,8.1,6.3,8.8,9.2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1.4
The Ideal 2 Bedroom Getaway by Central Park UWS,10025.0,7.0,7.2,7.5,7.5,6.8,7.2,6.4,10.0,7.9,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,2.0
Broadway Suite New York,10001.0,130.0,7.5,7.6,7.0,7.0,7.1,7.1,9.4,8.9,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1.5
CITY ROOMS NYC - Chelsea,10001.0,810.0,8.0,8.2,7.1,7.3,9.0,7.3,8.3,8.9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1.6
Manhattan Broadway Hotel,10018.0,1216.0,6.4,6.1,5.4,5.2,7.6,5.7,5.8,8.3,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1.1
Chelsea Cabins,10001.0,2590.0,7.3,7.5,6.0,6.5,8.2,6.9,7.9,8.6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1.6
Two Bedroom Apartment - West 58th Street,10019.0,15.0,7.7,7.8,7.3,7.3,7.3,7.2,9.5,5.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1650.0
Midtown Suite New York,10001.0,1099.0,6.0,5.3,5.7,5.3,5.6,5.8,7.2,8.3,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1.5
Americana Inn,10018.0,1229.0,7.5,7.7,6.7,6.6,7.7,7.2,4.7,9.1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1.1
NY Away - Luxury Apartments in the Financial District,10005.0,23.0,6.1,6.3,6.1,6.0,5.3,5.4,7.5,7.5,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,4.3
Times Square West Midtown Apartment,10018.0,49.0,7.2,6.7,6.9,6.9,7.8,6.4,7.9,8.3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.1
The Mansfield Hotel,10036.0,755.0,7.3,7.4,6.7,6.5,7.7,6.6,4.6,9.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0.9
The Nomad Suites,10001.0,142.0,7.5,7.3,7.2,7.3,7.3,7.2,7.3,8.8,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1.5
Studio Plus - Apartment Suites,10001.0,223.0,7.1,6.7,6.8,6.4,7.4,6.7,8.3,8.9,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.5
NYC apartments amazing location,10001.0,27.0,7.2,6.9,6.3,6.2,8.0,6.6,6.3,9.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1.6
Midtown West Hotel,10001.0,1710.0,6.7,6.9,5.8,5.8,7.6,6.1,7.6,8.2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1.5
East Side 3 bedroom 2 bathroom (7),10022.0,22.0,7.7,8.0,6.7,6.8,8.3,7.2,10.0,9.0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1.1
Luxury 2B/1B UWS GEM,10025.0,9.0,7.1,6.7,5.6,7.0,7.5,6.7,9.2,1.0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,2.1
Blue Moon Boutique Hostel & Hotel,10002.0,1439.0,7.7,8.3,7.5,7.4,7.5,7.5,8.5,8.2,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,3.1
Hotel 91,10002.0,1428.0,7.4,7.8,7.2,7.0,8.0,7.4,8.4,7.2,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,3.7
Two Bedroom Apartment - Between Park Ave & Lexington Avenue - Midtown East,10016.0,73.0,6.4,7.3,5.8,5.4,6.0,5.9,7.2,8.1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1.8
Renaissance New York Hotel 57,10022.0,663.0,7.9,8.3,7.7,7.2,8.4,7.2,5.2,8.7,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0.8
Lovely Two Bedroom Apt,10031.0,21.0,7.1,7.3,7.0,7.4,7.0,7.0,8.8,6.7,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,3.7
The Melva Inn,10027.0,11.0,6.6,6.1,6.4,6.1,7.3,5.9,10.0,7.5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3.1
Jazz on the Park Youth Hostel,10025.0,1640.0,6.7,6.3,6.2,6.1,7.4,6.5,6.7,7.8,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2.4
Steps from Times Square Central Park BEAUTIFUL 2 BDR APT,10019.0,29.0,7.4,7.1,7.2,6.8,7.6,7.1,9.2,8.5,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1650.0
Great Location Midtown East 35th Street and Third Ave,10016.0,34.0,6.6,7.0,6.2,6.3,6.4,6.2,6.7,7.5,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1.6
Carlton Arms Hotel,10010.0,809.0,7.2,6.8,6.5,6.2,7.9,7.4,7.9,8.7,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2.0
Studio in Times Square,10036.0,441.0,6.0,5.6,5.4,5.3,5.3,6.0,6.9,8.6,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0.7
NYC Best apartment near the UN,10022.0,14.0,6.2,5.5,6.1,5.9,6.3,5.5,6.7,7.7,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1.2
Broadway Hotel & Hostel,10025.0,3339.0,7.1,7.0,6.4,6.4,7.9,6.9,6.7,7.9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2.2
Comfort 5 Min Times SQ,10019.0,9.0,8.9,8.6,8.9,8.3,8.9,8.6,10.0,10.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1800.0
U.S. Pacific Hotel,10013.0,1626.0,6.3,6.1,5.3,5.5,6.7,6.5,6.8,7.4,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,3.1
Midtown 60th Street Apartment,10022.0,22.0,6.4,6.0,5.7,6.3,6.7,6.6,10.0,7.2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1.1
3 blocks from Times Square and quick walk to Central Park,10019.0,9.0,6.6,6.7,5.6,5.8,7.5,6.1,2.5,8.1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.7
Hamilton Heights 4 Bedroom,10031.0,11.0,6.4,7.1,6.6,5.9,6.6,6.6,10.0,5.7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,3.7
